时间,温度,10米水平风速,10米垂直风速,降水,辐照
2024-01-01 00:00:00,291.1355895996094,-4.095611095428467,-2.677165508270264,0.03946395008824766,106803.2578125
2024-01-01 01:00:00,291.34423828125,-4.279802799224854,-2.661804914474487,0.04589402669807896,514316.28125
2024-01-01 02:00:00,293.3727416992188,-4.54761266708374,-2.574842691421509,0.05300667544361204,1025967.5
2024-01-01 03:00:00,293.5712585449219,-4.715494632720947,-2.469452619552612,0.06252484308788553,1439710.25
2024-01-01 04:00:00,293.7388305664062,-4.796188831329346,-2.365278244018555,0.06972143455641344,1727444.375
2024-01-01 05:00:00,294.9259643554688,-4.791331768035889,-2.122737407684326,0.06834390660515055,1845218.625
2024-01-01 06:00:00,294.9429931640625,-4.803462982177734,-1.905459403991699,0.06643862434430048,1773474.5
2024-01-01 07:00:00,294.9385681152344,-4.844568729400635,-1.704098343849182,0.0293382145173382,1448096.75
2024-01-01 08:00:00,294.3823547363281,-4.879481315612793,-1.573517799377441,0.02303887231391855,995082.6875
2024-01-01 09:00:00,294.2611694335938,-4.705424308776855,-1.455617547035217,0.02920748011092655,491106.15625
2024-01-01 10:00:00,292.5681457519531,-4.192465305328369,-1.330997109413147,0.02924876389442943,106603.0390625
2024-01-01 11:00:00,292.4311828613281,-4.421324729919434,-1.348449230194092,0.03354649015818723,179.532470703125
2024-01-01 12:00:00,292.2676391601562,-4.539251804351807,-1.273198127746582,0.0430378204328008,3.599998988149111e-12
2024-01-01 13:00:00,292.20068359375,-4.562371253967285,-1.25410521030426,0.06462966848630458,3.599998988149111e-12
2024-01-01 14:00:00,291.6972045898438,-4.56694221496582,-1.148303508758545,0.07689807534916326,3.599998988149111e-12
2024-01-01 15:00:00,291.331787109375,-4.473947048187256,-1.123215317726135,0.0883944594534114,3.599998988149111e-12
2024-01-01 16:00:00,291.3388671875,-4.418248653411865,-1.125764489173889,0.08678161248099059,3.599998988149111e-12
2024-01-01 17:00:00,291.0679626464844,-4.393996238708496,-1.053947567939758,0.09564541687723249,3.599998988149111e-12
2024-01-01 18:00:00,290.9590454101562,-4.37968921661377,-1.005477428436279,0.1030745770549402,3.599998988149111e-12
2024-01-01 19:00:00,290.8732604980469,-4.32885217666626,-1.060409307479858,0.07947698759380728,3.599998988149111e-12
2024-01-01 20:00:00,290.5525817871094,-4.326448917388916,-1.078328847885132,0.07714371895417571,3.599998988149111e-12
2024-01-01 21:00:00,290.55517578125,-4.318456172943115,-1.092016458511353,0.08172218076651916,3.599998988149111e-12
2024-01-01 22:00:00,290.5240783691406,-3.716004848480225,-0.7465322017669678,0.08559880370739847,3.599998988149111e-12
2024-01-01 23:00:00,290.5216369628906,-3.833744764328003,-0.8318910598754883,0.08911969780456275,57.72005844116211
2024-01-02 00:00:00,290.6447448730469,-3.78205680847168,-0.974856436252594,0.09500068699708208,92580.296875
2024-01-02 01:00:00,290.8762512207031,-3.864387035369873,-0.8129785656929016,0.1051663348334841,455682.5
2024-01-02 02:00:00,292.2470703125,-3.813681602478027,-0.5758399963378906,0.1165478097391315,881838.75
2024-01-02 03:00:00,292.4398498535156,-3.560281991958618,-0.2852770090103149,0.1042119693011045,1241195.0
2024-01-02 04:00:00,292.6925354003906,-3.163015842437744,-0.2152476608753204,0.1120704910135828,1531986.0
2024-01-02 05:00:00,293.2786254882812,-2.707314491271973,-0.1490793824195862,0.1205868175020441,1567371.625
2024-01-02 06:00:00,293.3835754394531,-2.365408897399902,-0.3175601065158844,0.1310235675191507,1411070.75
